Time (s),EMG_Smoothed,Labels,Code
0.0,0.007446738654213174,Idle,0
0.001000100010001,0.007468967664593078,Idle,0
0.002000200020002,0.007552537274266181,Idle,0
0.003000300030003,0.007663375887304059,Idle,0
0.004000400040004,0.007748641550277984,Idle,0
0.005000500050005,0.007754194584259165,Idle,0
0.006000600060006,0.007816861319033286,Idle,0
0.007000700070007,0.007909607151650339,Idle,0
0.008000800080008,0.008157563762514634,Idle,0
0.009000900090009,0.008212339462422035,Idle,0
0.01000100010001,0.008249379746831457,Idle,0
0.011001100110011,0.008329404855348574,Idle,0
0.012001200120012,0.008402752550614848,Idle,0
0.013001300130013,0.008670871064112417,Idle,0
0.014001400140014,0.008965145038379136,Idle,0
0.015001500150015,0.009017152536780565,Idle,0
0.016001600160016,0.009043377743636515,Idle,0
0.017001700170017,0.009342682827578889,Idle,0
0.018001800180018,0.009347072297860503,Idle,0
0.019001900190019,0.009504587311510432,Idle,0
0.02000200020002,0.009649194391674573,Idle,0
0.021002100210021,0.009668200880729038,Idle,0
0.022002200220022,0.009990315559014194,Idle,0
0.023002300230023,0.010119175694993847,Idle,0
0.024002400240024,0.010228870525095801,Idle,0
0.025002500250025,0.010290241604437938,Idle,0
0.026002600260026,0.01041661803435903,Idle,0
0.027002700270027,0.010528318657901884,Idle,0
0.028002800280028,0.010585496989253417,Idle,0
0.029002900290029,0.01075440887397214,Idle,0
0.03000300030003,0.010826262858600067,Idle,0
0.031003100310031,0.01102577004209639,Idle,0
0.032003200320032,0.011045952608725006,Idle,0
0.033003300330033,0.011120594678672362,Idle,0
0.034003400340034,0.01128070784354592,Idle,0
0.035003500350035,0.011439250390134246,Idle,0
0.036003600360036,0.01151976596777926,Idle,0
0.037003700370037,0.011869075043397334,Idle,0
0.038003800380038,0.011990678089105875,Idle,0
0.039003900390039,0.012170012404338109,Idle,0
0.04000400040004,0.012450573995043988,Idle,0
0.041004100410041,0.01251784089283757,Idle,0
0.042004200420042,0.012714043096070016,Idle,0
0.043004300430043,0.012889084291199547,Idle,0
0.044004400440044,0.0131930582009518,Idle,0
0.045004500450045,0.013558698537149931,Idle,0
0.046004600460046,0.013637181024315296,Idle,0
0.047004700470047,0.013695383349561715,Idle,0
0.048004800480048,0.013927497939122386,Idle,0
0.049004900490049,0.014091834404532802,Idle,0
0.05000500050005,0.014112174235405528,Idle,0
0.051005100510051,0.014516424945009303,Idle,0
0.052005200520052,0.014423133453176012,Idle,0
0.053005300530053,0.01438475423151188,Idle,0
0.054005400540054,0.014391115036920988,Idle,0
0.055005500550055,0.014518914885792659,Idle,0
0.056005600560056,0.014494815562462569,Idle,0
0.057005700570057,0.014503706347395829,Idle,0
0.058005800580058,0.01435732135997762,Idle,0
0.059005900590059,0.014433271900875025,Idle,0
0.06000600060006,0.01434859807683613,Idle,0
0.061006100610061,0.014234881952471013,Idle,0
0.062006200620062,0.014205042953281533,Idle,0
0.063006300630063,0.014077205901590785,Idle,0
0.064006400640064,0.014132601008566394,Idle,0
0.065006500650065,0.01413074599544727,Idle,0
0.066006600660066,0.014154177921448952,Idle,0
0.067006700670067,0.014179084382648068,Idle,0
0.068006800680068,0.014373427829448717,Idle,0
0.069006900690069,0.014429018710804301,Idle,0
0.07000700070007,0.014537499013900373,Idle,0
0.071007100710071,0.014524046912933434,Idle,0
0.072007200720072,0.01478164821757478,Idle,0
0.073007300730073,0.014907560053237234,Idle,0
0.074007400740074,0.014794861253094739,Idle,0
0.075007500750075,0.014936626525923416,Idle,0
0.076007600760076,0.014903226872194265,Idle,0
0.077007700770077,0.014697085170386679,Idle,0
0.078007800780078,0.01442502101861846,Idle,0
0.079007900790079,0.01449789217376535,Idle,0
0.08000800080008,0.014366921707054591,Idle,0
0.081008100810081,0.014419979418202961,Idle,0
0.082008200820082,0.014696815172169645,Idle,0
0.083008300830083,0.01482272959273653,Idle,0
0.084008400840084,0.014675634927903762,Idle,0
0.085008500850085,0.014416708841767708,Idle,0
0.086008600860086,0.013995224971867552,Idle,0
0.087008700870087,0.013779084112303412,Idle,0
0.088008800880088,0.013735244680945172,Idle,0
0.089008900890089,0.013864663955844724,Idle,0
0.09000900090009,0.01368718545108831,Idle,0
0.091009100910091,0.013818227372693961,Idle,0
0.092009200920092,0.013652164911003368,Idle,0
0.093009300930093,0.013696595755919735,Idle,0
0.094009400940094,0.013652272393621278,Idle,0
0.095009500950095,0.01378823561896705,Idle,0
0.096009600960096,0.013973971655877562,Idle,0
0.097009700970097,0.013930569795623309,Idle,0
0.098009800980098,0.013848439282973173,Idle,0
0.099009900990099,0.013878287963700015,Idle,0
0.1000100010001,0.01368353525387463,Idle,0
0.101010101010101,0.01367444124655579,Idle,0
0.102010201020102,0.01376109905814286,Idle,0
0.103010301030103,0.013961508801651104,Idle,0
0.104010401040104,0.013940256729708755,Idle,0
0.105010501050105,0.013946748414228946,Idle,0
0.106010601060106,0.013961727583501308,Idle,0
0.107010701070107,0.013917962061184843,Idle,0
0.108010801080108,0.013714143102933864,Idle,0
0.109010901090109,0.013788114151440115,Idle,0
0.11001100110011,0.013861682411426877,Idle,0
0.111011101110111,0.013952928464563507,Idle,0
0.112011201120112,0.014132086462572909,Idle,0
0.113011301130113,0.013972380388415844,Idle,0
0.114011401140114,0.01378257461936434,Idle,0
0.115011501150115,0.013785944712168012,Idle,0
0.116011601160116,0.013847613331373427,Idle,0
0.117011701170117,0.013737814463365045,Idle,0
0.118011801180118,0.013748367648418131,Idle,0
0.119011901190119,0.013703743755252466,Idle,0
0.12001200120012,0.013895647813540442,Idle,0
